Country,Q182,Q184,Q185,Q186,Q188,Q275,Q172P
Ethiopia,NA,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,6,1,1,0,8
Ethiopia,1,1,5,1,1,0,8
Ethiopia,NA,NA,1,1,1,0,7
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,0,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,10,1,1,1,1,1,7
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,10,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,NA,1,1,1,1,2,8
Ethiopia,NA,1,1,1,1,3,8
Ethiopia,1,1,3,1,1,1,4
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,1,6
Ethiopia,1,1,1,1,1,1,4
Ethiopia,1,1,1,1,1,1,4
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,10,1,0,8
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,1,1,6,1,1,0,4
Ethiopia,1,1,8,1,1,3,4
Ethiopia,1,1,1,1,1,2,4
Ethiopia,1,1,6,1,1,0,6
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,2,6
Ethiopia,NA,1,1,1,1,2,7
Ethiopia,NA,1,2,2,1,2,7
Ethiopia,NA,1,1,1,1,2,6
Ethiopia,10,10,10,10,10,0,8
Ethiopia,10,10,10,10,10,0,8
Ethiopia,10,10,10,10,10,0,8
Ethiopia,1,1,8,1,1,3,7
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,1,9,1,1,2,8
Ethiopia,1,1,1,9,9,3,7
Ethiopia,1,1,7,1,1,3,8
Ethiopia,1,1,1,6,1,3,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,10,10,1,10,4,5
Ethiopia,1,1,1,1,1,2,6
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,10,1,8
Ethiopia,1,1,5,1,1,3,7
Ethiopia,1,1,1,1,5,6,8
Ethiopia,1,1,5,1,1,5,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,7,7,1,1,3,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,9,9,9,9,9,0,8
Ethiopia,8,8,8,8,8,1,6
Ethiopia,1,1,1,1,8,1,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,10,10,10,10,10,2,8
Ethiopia,10,10,10,10,10,1,8
Ethiopia,10,10,10,10,10,1,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,2,7
Ethiopia,NA,2,1,1,1,0,7
Ethiopia,NA,1,1,1,2,1,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,3,8
Ethiopia,NA,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,2,8
Ethiopia,NA,1,5,1,NA,1,8
Ethiopia,NA,1,5,1,1,2,8
Ethiopia,1,1,10,1,1,3,8
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,5,1,1,3,8
Ethiopia,1,1,1,1,1,5,8
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,5,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,5,7,5,1,6,8
Ethiopia,1,5,5,1,1,0,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,5,1,1,0,8
Ethiopia,1,1,1,8,1,4,7
Ethiopia,1,1,1,1,1,4,7
Ethiopia,NA,1,1,1,1,2,8
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,8,1,1,1,1,0,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,8,1,1,2,7
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,NA,1,1,1,1,1,7
Ethiopia,NA,1,1,1,1,1,7
Ethiopia,NA,1,1,1,1,2,7
Ethiopia,1,1,3,2,1,1,7
Ethiopia,1,2,5,1,1,3,4
Ethiopia,1,1,2,1,1,3,4
Ethiopia,1,1,3,1,1,0,4
Ethiopia,1,1,1,1,1,0,6
Ethiopia,1,1,6,1,1,3,7
Ethiopia,1,1,5,1,1,0,6
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,5,10,1,2,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,5,5,1,1,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,5,5,5,1,1,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,NA,5,5,1,1,0,7
Ethiopia,NA,1,1,1,9,0,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,1,1,8,1,1,0,8
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,NA,1,10,1,1,1,8
Ethiopia,NA,1,9,1,1,0,8
Ethiopia,1,1,10,1,1,3,8
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,0,6
Ethiopia,1,1,1,9,1,3,7
Ethiopia,1,1,1,1,1,0,6
Ethiopia,1,1,3,1,1,0,4
Ethiopia,1,1,3,2,1,3,4
Ethiopia,1,1,1,1,1,0,4
Ethiopia,1,1,1,1,1,0,8
Ethiopia,NA,1,6,6,1,2,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,NA,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,5,8
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,5,6
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,7,1,1,4,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,3,6
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,NA,1,7,1,1,0,5
Ethiopia,NA,1,7,1,6,1,6
Ethiopia,NA,1,10,1,1,0,7
Ethiopia,1,1,9,1,9,1,6
Ethiopia,1,1,8,1,1,1,6
Ethiopia,1,1,9,7,1,2,6
Ethiopia,NA,1,5,1,1,2,7
Ethiopia,NA,1,5,1,1,2,7
Ethiopia,NA,1,1,1,1,0,7
Ethiopia,NA,1,5,1,1,2,7
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,NA,1,1,1,1,0,8
Ethiopia,NA,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,0,6
Ethiopia,NA,1,1,1,1,0,6
Ethiopia,NA,1,1,1,1,1,7
Ethiopia,1,1,10,5,1,3,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,10,10,1,1,3,7
Ethiopia,1,10,10,5,5,2,5
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,6,6,1,1,5,8
Ethiopia,1,1,5,5,5,6,8
Ethiopia,1,1,1,9,1,4,8
Ethiopia,2,2,2,2,2,2,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,7,8,3,8
Ethiopia,1,1,1,7,1,1,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,9,1,1,0,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,5,1,1,0,8
Ethiopia,1,1,8,1,1,6,7
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,6,1,1,2,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,5,8
Ethiopia,1,1,7,1,1,3,8
Ethiopia,1,1,6,5,1,5,8
Ethiopia,1,1,1,1,1,3,6
Ethiopia,1,1,7,6,1,3,8
Ethiopia,1,1,1,1,1,5,8
Ethiopia,1,1,5,1,1,1,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,6,1,1,5,8
Ethiopia,1,1,6,1,1,3,7
Ethiopia,1,1,5,1,1,1,7
Ethiopia,1,1,1,1,1,1,6
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,5,1,1,2,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,5,8,1,6,0,6
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,6,1,1,3,8
Ethiopia,1,1,8,1,1,0,8
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,8,6,1,2,6
Ethiopia,1,1,1,1,1,2,6
Ethiopia,1,1,1,1,1,2,6
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,5,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,2,1,1,2,2,6,6
Ethiopia,1,6,6,1,1,3,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,3,5
Ethiopia,1,1,1,1,1,0,8
Ethiopia,NA,2,2,2,1,6,7
Ethiopia,NA,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,5,6,1,1,1,7
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,4,7
Ethiopia,1,1,8,4,8,1,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,8,1,2,7
Ethiopia,1,2,2,5,2,3,7
Ethiopia,1,1,1,1,1,3,4
Ethiopia,1,6,6,1,1,3,6
Ethiopia,1,2,6,1,1,3,8
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,7,5,1,3,8
Ethiopia,1,1,1,5,1,3,8
Ethiopia,1,1,1,7,1,5,7
Ethiopia,2,1,2,2,3,0,8
Ethiopia,NA,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,1,7
Ethiopia,2,1,1,2,2,3,7
Ethiopia,1,1,10,1,1,3,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,2,6,2,4,2,3,7
Ethiopia,NA,1,1,1,1,3,7
Ethiopia,1,1,5,5,5,1,7
Ethiopia,1,1,1,5,5,4,6
Ethiopia,1,1,6,1,1,4,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,5,4,1,1,4,8
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,2,1,5,1,3,6
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,NA,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,5,5,1,1,5,8
Ethiopia,1,1,5,1,1,2,8
Ethiopia,1,1,6,1,1,6,8
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,5,6
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,0,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,NA,1,10,1,1,2,7
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,1,5,1,5,3,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,2,1,1,7
Ethiopia,1,1,1,1,1,5,8
Ethiopia,1,1,1,1,1,2,7
Ethiopia,1,5,5,5,9,2,7
Ethiopia,1,1,1,1,8,0,8
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,5,1,1,3,8
Ethiopia,1,1,5,1,1,6,8
Ethiopia,1,1,1,5,1,6,7
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,1,1,1,7
Ethiopia,1,1,1,1,1,4,7
Ethiopia,1,1,1,1,1,4,7
Ethiopia,1,1,1,1,1,5,7
Ethiopia,1,2,5,3,3,3,7
Ethiopia,1,1,1,1,1,4,8
Ethiopia,1,5,7,8,6,2,7
Ethiopia,1,1,1,1,1,3,8
Ethiopia,1,1,1,7,1,7,7
Ethiopia,1,1,5,5,5,5,6
Ethiopia,NA,1,5,1,1,2,8
Ethiopia,1,1,5,1,1,4,6
Ethiopia,1,1,1,1,1,2,6
Ethiopia,1,1,1,1,1,1,8
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,3,6
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,1,1,1,1,2,8
Ethiopia,1,1,1,1,1,6,8
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,6,7
Ethiopia,1,1,1,1,1,3,7
Ethiopia,1,10,10,1,1,3,6
Ethiopia,1,10,10,1,4,2,8
Ethiopia,1,1,5,1,1,0,8
Ethiopia,1,1,1,1,1,0,8
Ethiopia,1,1,1,1,1,3,8
Ethiopia,NA,4,5,4,1,1,8
Ethiopia,1,4,5,4,2,4,7
Ethiopia,NA,1,1,1,1,1,7
Ethiopia,NA,1,1,1,1,4,7
Greece,10,10,10,10,1,3,6
Greece,3,6,7,10,1,4,5
Greece,4,1,3,3,1,1,6
Greece,7,10,10,10,3,3,4
Greece,10,10,10,10,4,6,6
Greece,1,3,5,3,1,3,5
Greece,6,10,10,2,1,1,8
Greece,4,1,3,3,1,1,6
Greece,2,5,5,7,1,3,6
Greece,1,5,5,8,1,4,5
Greece,7,2,7,6,1,1,6
Greece,4,2,5,5,1,2,8
Greece,5,3,5,6,1,2,6
Greece,5,2,5,5,1,3,4
Greece,5,1,6,4,1,6,8
Greece,5,3,5,6,1,3,8
Greece,6,6,7,7,1,1,6
Greece,6,3,6,8,1,6,6
Greece,5,2,5,9,2,3,5
Greece,7,5,7,10,1,3,1
Greece,10,10,10,10,10,7,2
Greece,6,9,9,9,5,7,2
Greece,6,7,10,10,1,3,2
Greece,8,1,10,1,1,6,8
Greece,9,1,10,10,1,6,1
Greece,1,5,8,10,1,6,1
Greece,NA,7,10,10,9,6,1
Greece,5,7,8,10,1,3,2
Greece,7,7,8,8,10,2,8
Greece,10,7,9,10,7,3,5
Greece,10,10,10,10,5,6,7
Greece,4,7,8,9,5,3,7
Greece,1,1,1,2,2,3,8
Greece,1,5,8,10,5,8,7
Greece,4,7,8,8,6,2,6
Greece,4,9,6,8,5,4,7
Greece,5,10,10,9,6,6,7
Greece,1,5,7,8,4,1,7
Greece,1,5,6,9,5,3,6
Greece,1,4,5,5,3,2,7
Greece,1,7,7,7,7,6,1
Greece,NA,7,10,10,10,3,1
Greece,1,1,1,1,1,6,8
Greece,1,1,1,1,1,3,8
Greece,NA,1,1,9,1,3,8
Greece,1,1,1,1,1,7,5
Greece,9,NA,8,8,NA,3,6
Greece,10,4,10,NA,7,6,3
Greece,1,7,7,NA,1,2,7
Greece,NA,6,6,6,5,6,7
Greece,9,10,10,10,10,3,4
Greece,1,1,1,1,1,7,1
Greece,5,7,8,10,9,4,1
Greece,7,8,9,10,9,6,2
Greece,8,9,10,10,10,3,2
Greece,8,9,10,10,10,3,6
Greece,8,8,8,10,10,3,4
Greece,9,10,10,10,10,6,6
Greece,5,8,9,10,7,3,7
Greece,1,3,8,10,8,3,6
Greece,9,6,8,2,7,3,7
Greece,8,8,10,10,9,3,8
Greece,9,5,8,10,9,8,6
Greece,8,8,8,10,8,1,2
Greece,10,10,10,10,10,7,1
Greece,7,8,9,10,10,6,8
Greece,8,5,8,10,7,2,8
Greece,10,10,10,10,9,6,5
Greece,10,9,10,10,10,3,5
Greece,9,9,9,10,9,3,6
Greece,3,1,7,7,NA,6,6
Greece,5,5,10,10,1,1,6
Greece,5,7,10,10,NA,3,5
Greece,1,3,6,6,NA,1,5
Greece,NA,1,5,5,NA,1,6
Greece,10,1,10,10,10,6,1
Greece,1,1,5,5,2,0,5
Greece,5,5,8,8,4,4,6
Greece,NA,9,10,7,5,4,2
Greece,5,1,5,1,1,1,6
Greece,8,7,10,10,2,3,1
Greece,1,2,5,1,1,3,8
Greece,1,5,5,5,10,6,1
Greece,1,1,7,7,1,6,7
Greece,9,9,9,9,2,3,6
Greece,5,5,5,5,2,6,6
Greece,5,5,10,8,5,3,1
Greece,5,7,9,9,2,6,1
Greece,4,8,9,1,2,3,6
Greece,2,5,10,5,1,1,8
Greece,8,6,10,10,3,6,2
Greece,5,10,10,10,7,3,2
Greece,5,1,5,10,3,6,4
Greece,5,7,10,10,5,6,2
Greece,10,10,10,10,10,3,1
Greece,6,10,10,10,3,3,4
Greece,7,10,10,10,NA,3,5
Greece,5,7,10,10,3,3,2
Greece,1,1,5,3,1,1,7
Greece,5,7,9,10,5,3,2
Greece,5,6,7,10,1,6,8
Greece,6,3,7,7,1,6,7
Greece,6,4,7,8,1,3,1
Greece,4,4,6,6,1,3,7
Greece,6,6,6,6,1,6,5
Greece,6,5,7,7,1,6,5
Greece,3,2,5,5,1,3,4
Greece,4,3,6,7,1,1,4
Greece,4,5,6,6,1,3,7
Greece,5,4,6,5,1,6,7
Greece,10,5,6,10,2,3,6
Greece,1,1,8,10,1,6,8
Greece,NA,6,8,10,5,6,7
Greece,1,2,5,NA,10,4,1
Greece,6,1,2,8,1,6,7
Greece,NA,7,9,10,10,6,2
Greece,NA,5,6,10,1,3,7
Greece,NA,1,1,NA,1,1,7
Greece,1,1,6,6,1,2,7
Greece,1,NA,NA,NA,4,6,1
Greece,9,6,9,9,4,7,7
Greece,5,7,9,9,7,2,6
Greece,6,6,8,6,4,6,2
Greece,1,6,8,4,7,1,7
Greece,6,7,9,6,8,2,6
Greece,6,9,10,7,4,7,6
Greece,10,1,7,10,1,6,7
Greece,1,7,8,10,7,3,1
Greece,7,4,8,6,4,1,7
Greece,2,5,5,8,10,6,6
Greece,5,5,5,10,4,6,7
Greece,1,1,10,10,10,3,6
Greece,5,5,8,10,3,6,8
Greece,7,5,9,9,2,6,6
Greece,4,4,4,5,3,3,8
Greece,5,5,10,10,8,6,2
Greece,1,2,7,2,1,2,8
Greece,5,5,10,10,5,1,8
Greece,2,3,9,9,1,3,6
Greece,10,5,5,10,1,6,6
Greece,1,1,1,1,1,6,8
Greece,5,5,10,10,1,8,1
Greece,1,1,3,1,1,0,8
Greece,3,3,7,5,1,3,7
Greece,9,5,10,10,2,6,1
Greece,5,5,10,10,5,4,6
Greece,5,5,8,10,1,6,4
Greece,2,5,10,10,1,6,8
Greece,1,2,10,5,1,1,7
Greece,9,5,10,10,1,6,6
Greece,2,5,8,6,1,1,6
Greece,2,1,2,7,4,2,6
Greece,8,10,10,10,5,3,6
Greece,5,6,10,10,4,3,5
Greece,1,4,6,6,1,3,6
Greece,1,3,5,5,1,1,7
Greece,1,4,4,5,1,4,6
Greece,2,3,4,4,1,3,6
Greece,2,6,10,7,2,6,6
Greece,6,8,8,7,1,1,5
Greece,10,6,9,10,9,3,7
Greece,7,8,10,10,6,6,2
Greece,10,10,10,10,1,4,6
Greece,5,5,5,10,5,6,7
Greece,2,3,6,9,3,6,6
Greece,1,7,10,8,6,6,7
Greece,10,10,10,10,10,3,2
Greece,10,9,9,10,4,6,1
Greece,1,7,10,10,4,7,1
Greece,8,8,8,9,8,3,2
Greece,4,7,10,8,5,6,2
Greece,5,8,9,8,5,6,6
Greece,7,9,10,10,7,6,6
Greece,10,10,10,10,10,4,6
Greece,7,8,10,10,6,6,7
Greece,7,8,10,10,6,7,6
Greece,2,2,10,10,2,3,1
Greece,10,5,10,10,5,6,7
Greece,4,6,6,10,4,6,5
Greece,6,8,10,8,6,7,7
Greece,3,6,6,6,1,4,7
Greece,5,7,8,8,5,4,2
Greece,5,7,7,9,3,3,6
Greece,1,1,5,6,1,2,7
Greece,4,7,7,7,3,4,5
Greece,5,7,8,9,5,6,2
Greece,3,6,7,9,4,1,5
Greece,3,6,6,6,2,1,6
Greece,4,7,8,10,5,2,6
Greece,3,7,7,8,3,1,2
Greece,4,5,7,6,1,3,7
Greece,5,6,7,7,1,3,7
Greece,4,4,6,6,1,3,5
Greece,4,3,6,7,1,0,7
Greece,5,3,6,6,1,6,6
Greece,6,5,6,9,1,6,7
Greece,5,4,7,7,2,6,6
Greece,4,3,6,6,1,3,7
Greece,5,2,6,7,1,6,7
Greece,6,4,6,6,1,6,5
Greece,1,10,2,5,1,3,8
Greece,1,3,5,5,1,3,5
Greece,2,5,10,10,1,3,6
Greece,1,6,6,6,5,6,5
Greece,1,3,3,4,1,6,8
Greece,1,5,8,6,3,6,8
Greece,10,10,10,10,1,6,4
Greece,6,7,10,8,2,3,1
Greece,1,2,6,5,1,3,7
Greece,2,5,6,6,1,6,6
Greece,1,2,4,4,1,1,6
Greece,7,6,9,7,1,3,6
Greece,7,8,10,8,4,3,5
Greece,1,3,5,5,1,1,8
Greece,4,6,9,7,1,2,5
Greece,4,8,8,8,6,6,2
Greece,6,9,10,7,3,3,5
Greece,10,8,10,10,NA,6,7
Greece,7,5,9,9,9,6,6
Greece,3,6,9,5,1,0,7
Greece,1,4,6,6,2,3,6
Greece,1,5,8,5,1,4,6
Greece,1,1,1,2,1,1,8
Greece,2,7,9,6,1,3,7
Greece,1,1,1,2,1,0,7
Greece,1,2,5,4,1,0,6
Greece,2,1,6,7,4,1,6
Greece,NA,3,9,5,6,3,5
Greece,8,9,10,10,6,3,1
Greece,1,1,4,3,1,1,8
Greece,1,1,4,6,1,1,8
Greece,3,2,4,5,2,2,7
Greece,1,3,5,6,1,6,7
Greece,10,3,5,10,2,3,1
Greece,1,1,1,2,1,1,6
Greece,4,6,5,8,4,3,1
Greece,5,1,7,7,1,3,7
Greece,1,1,1,3,5,3,6
Greece,1,3,3,4,2,1,7
Greece,7,6,8,9,3,3,5
Greece,2,4,4,4,1,6,6
Greece,5,5,5,9,4,4,6
Greece,1,5,5,2,1,2,8
Greece,7,8,9,10,8,6,5
Greece,1,4,4,4,1,3,3
Greece,5,6,6,7,2,4,6
Greece,5,5,5,6,1,3,4
Greece,5,6,6,6,4,4,6
Greece,3,6,6,NA,1,3,6
Greece,5,6,5,5,3,3,7
Greece,1,1,10,3,1,1,6
Greece,3,5,1,10,5,1,2
Greece,7,1,10,10,1,6,2
Greece,7,10,10,10,5,6,4
Greece,3,3,3,10,1,3,6
Greece,1,1,5,3,1,0,7
Greece,1,1,5,1,1,1,7
Greece,1,4,5,5,7,1,4
Greece,1,1,2,1,1,1,7
Greece,1,8,10,10,NA,1,6
Greece,5,5,8,10,8,3,6
Greece,8,8,10,10,5,6,6
Greece,10,8,10,10,6,7,1
Greece,3,7,9,8,5,1,6
Greece,5,8,9,7,5,3,6
Greece,9,4,5,10,6,3,7
Greece,9,8,10,9,3,1,6
Greece,8,9,10,10,6,4,6
Greece,2,5,5,10,2,3,6
Greece,8,9,10,10,6,6,5
Greece,5,5,5,7,5,6,6
Greece,6,8,9,7,1,7,7
Greece,7,4,8,8,6,2,7
Greece,9,6,9,8,4,6,1
Greece,1,1,5,9,5,6,7
Greece,7,6,6,6,2,4,7
Greece,9,8,9,4,5,3,7
Greece,8,7,8,4,2,7,7
Greece,6,6,7,4,5,1,8
Greece,6,5,5,5,5,6,7
Greece,4,6,7,9,1,1,6
