Country,v2x_gender,female,Q33P,Q31P
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,1
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,NA
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,5,3
Bolivia,0.82,2,4,NA
Bolivia,0.82,1,4,2
Bolivia,0.82,2,3,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,3
Bolivia,0.82,2,2,3
Bolivia,0.82,2,NA,NA
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,4
Bolivia,0.82,2,4,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,1,4,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,5,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,5,2
Bolivia,0.82,2,1,1
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,4
Bolivia,0.82,1,2,3
Bolivia,0.82,2,5,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,5,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,3
Bolivia,0.82,2,4,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,1,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,1
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,1
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,1
Bolivia,0.82,1,2,1
Bolivia,0.82,1,3,2
Bolivia,0.82,2,1,3
Bolivia,0.82,2,4,3
Bolivia,0.82,1,3,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,3,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,1,2
Bolivia,0.82,2,5,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,1
Bolivia,0.82,1,2,NA
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,3,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,NA
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,NA
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,3
Bolivia,0.82,1,NA,3
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,5,2
Bolivia,0.82,2,5,1
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,1,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,1,1,1
Bolivia,0.82,1,5,3
Bolivia,0.82,2,1,3
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,4
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,1
Bolivia,0.82,1,2,1
Bolivia,0.82,1,5,2
Bolivia,0.82,2,1,1
Bolivia,0.82,2,2,1
Bolivia,0.82,1,3,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,NA
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,4
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,5,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,2,2,1
Bolivia,0.82,1,4,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,1
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,3,1
Bolivia,0.82,1,2,1
Bolivia,0.82,1,4,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,1,1
Bolivia,0.82,1,5,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,1
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,4
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,4
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,1
Bolivia,0.82,2,3,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,1,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,3,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,4
Bolivia,0.82,2,5,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,5,1
Bolivia,0.82,2,1,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,1,2,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,NA
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,5,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,2,3
Bolivia,0.82,1,3,2
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,5,3
Bolivia,0.82,1,5,4
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,1,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,2,1,2
Bolivia,0.82,2,4,3
Bolivia,0.82,2,3,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,1
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,5,4
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,1,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,5,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,1,5,4
Bolivia,0.82,2,2,3
Bolivia,0.82,1,2,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,5,3
Bolivia,0.82,2,3,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,3,1
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,1,1
Bolivia,0.82,2,4,2
Bolivia,0.82,2,5,1
Bolivia,0.82,1,2,3
Bolivia,0.82,1,2,1
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,3,3
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,3,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,NA
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,NA,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,5,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,2
Bolivia,0.82,1,3,3
Bolivia,0.82,1,5,3
Bolivia,0.82,2,4,3
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,1,1
Bolivia,0.82,2,1,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,5,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,1,1
Bolivia,0.82,2,4,1
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,4
Bolivia,0.82,2,4,4
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,1
Bolivia,0.82,2,3,1
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,3
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,NA,NA
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,2,4
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,NA
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,2,1,1
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,2,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,3
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,3,1
Bolivia,0.82,1,3,3
Bolivia,0.82,1,5,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,NA
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,4,3
Bolivia,0.82,1,5,3
Bolivia,0.82,2,4,2
Bolivia,0.82,2,5,NA
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,1
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,5,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,2,3
Bolivia,0.82,2,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,NA
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,3
Bolivia,0.82,1,1,2
Bolivia,0.82,1,2,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,4
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,NA,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,5,4
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,5,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,4,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,2,NA,2
Bolivia,0.82,1,4,NA
Bolivia,0.82,1,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,5,3
Bolivia,0.82,1,2,3
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,4
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,3
Bolivia,0.82,1,4,2
Bolivia,0.82,2,4,4
Bolivia,0.82,1,2,3
Bolivia,0.82,1,1,2
Bolivia,0.82,1,5,3
Bolivia,0.82,2,4,1
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,3,2
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,1
Bolivia,0.82,2,5,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,5,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,5,3
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,NA
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,NA
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,4,4
Bolivia,0.82,1,2,2
Bolivia,0.82,1,5,2
Bolivia,0.82,2,3,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,1
Bolivia,0.82,1,4,4
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,1
Bolivia,0.82,1,NA,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,1
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,5,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,1
Bolivia,0.82,2,5,1
Bolivia,0.82,2,2,1
Bolivia,0.82,1,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,3
Bolivia,0.82,1,4,4
Bolivia,0.82,1,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,4
Bolivia,0.82,2,1,1
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,2,3
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,3,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,5,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,3,1
Bolivia,0.82,1,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,3,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,3,1
Bolivia,0.82,2,4,NA
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,4
Bolivia,0.82,1,5,2
Bolivia,0.82,1,3,4
Bolivia,0.82,2,4,2
Bolivia,0.82,2,4,4
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,4
Bolivia,0.82,2,3,3
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,4,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,1,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,3
Bolivia,0.82,1,2,3
Bolivia,0.82,2,5,4
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,1,1,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,1,1
Bolivia,0.82,2,3,1
Bolivia,0.82,2,4,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,1,2
Bolivia,0.82,2,5,2
Bolivia,0.82,1,4,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,1,2,3
Bolivia,0.82,2,2,NA
Bolivia,0.82,1,1,1
Bolivia,0.82,1,4,3
Bolivia,0.82,2,1,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,1,1
Bolivia,0.82,1,1,2
Bolivia,0.82,2,2,1
Bolivia,0.82,1,4,1
Bolivia,0.82,2,1,4
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,1,4,3
Bolivia,0.82,1,4,1
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,3
Bolivia,0.82,2,1,2
Bolivia,0.82,1,2,1
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,3,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,3
Bolivia,0.82,2,2,2
Bolivia,0.82,1,3,1
Bolivia,0.82,2,4,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,2,5,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,2
Bolivia,0.82,2,4,3
Bolivia,0.82,1,2,2
Bolivia,0.82,2,4,2
Bolivia,0.82,2,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,3,4
Bolivia,0.82,2,3,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,2,2,2
Bolivia,0.82,1,2,2
Bolivia,0.82,1,4,3
Bolivia,0.82,2,4,NA
Bolivia,0.82,1,5,2
Bolivia,0.82,1,3,2
Bolivia,0.82,1,2,1
Bolivia,0.82,1,2,2
Bolivia,0.82,1,2,2
